hausa,english
"Amma mu ba na waɗanda suke ja da baya, su kuma hallaka ba ne, amma na waɗanda suka gaskata, suka kuma sami ceto ne.","But we are not of those who shrink back to destruction, but of those who have faith to the saving of the soul."
tare da waɗanda suke kiyaye alkawarinsa suna kuma tuna su yi biyayya da farillansa.,"to those who keep his covenant, to those who remember to obey his precepts."
"“Kaitonku, malaman dokoki da Farisiyawa, ku munafukai! Kun rufe ƙofar mulkin sama a gaban mutane. Ku kanku ba ku shiga ba, ba kuwa bar waɗanda suke ƙoƙarin shiga su shiga ba.","“Woe to you, scribes and Pharisees, hypocrites! For you devour widows’ houses, and as a pretense you make long prayers. Therefore you will receive greater condemnation."
"In kuma hannunka na dama yana sa ka yin zunubi, yanke shi ka yar. Zai fiye maka ka rasa ɗaya daga cikin gaɓoɓin jikinka, da a jefa jikinka ɗungum a cikin jahannama ta wuta.","If your right hand causes you to stumble, cut it off, and throw it away from you. For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna."
Amma ba wani a sama ko a ƙasa ko a ƙarƙashin ƙasan da ya iya buɗe naɗaɗɗen littafin ko ma yă duba cikinsa.,"No one in heaven above, or on the earth, or under the earth, was able to open the book or to look in it."
"Game da ni dai, ina a hannuwanku; ku yi duk abin da kuka ga ya yi kyau, ya kuma dace a gare ku.","But as for me, behold, I am in your hand. Do with me what is good and right in your eyes."
"Da Yesu ya sauka daga jirgin ruwa, sai wani mutum mai mugun ruhu ya fito daga kaburbura, ya tarye shi.","When he had come out of the boat, immediately a man with an unclean spirit met him out of the tombs."
"Don haka dukan mutane suka tafi Gilgal, suka tabbatar da Shawulu sarki a gaban Ubangiji. A can suka miƙa hadaya ta salama a gaban Ubangiji, Shawulu kuwa da dukan Isra’ila suka yi babban liyafa.",All the people went to Gilgal; and there they made Saul king before Yahweh in Gilgal. There they offered sacrifices of peace offerings before Yahweh; and there Saul and all the men of Israel rejoiced greatly.
"Kusan abu ɗaya ya faru, sa’ad da Kaftorawa daga ƙasar Kaftor suka hallaka Awwiyawa, waɗanda dā suke zaune a yankin ƙauyukan da suke kewaye da Gaza. Suka zauna a wurinsu.)","Then the Avvim, who lived in villages as far as Gaza: the Caphtorim, who came out of Caphtor, destroyed them and lived in their place.)"
"Da Dawuda ya sami labarin mutuwar Nabal, sai ya ce, “Yabo ya tabbata ga Ubangiji, wanda ya sāka mini a kan irin renin da Nabal ya yi mini. Ya hana bawansa yin mugunta, ga shi ya ɗora wa Nabal muguntar da ya yi.” Sai Dawuda ya aika wa Abigiyel cewa tă zama matarsa.","When David heard that Nabal was dead, he said, “Blessed is Yahweh, who has pleaded the cause of my reproach from the hand of Nabal, and has kept back his servant from evil. Yahweh has returned the evildoing of Nabal on his own head.” David sent and spoke concerning Abigail, to take her to himself as wife."
"Ta wurin bangaskiya ne Musa, sa’ad da ya yi girma, ya ƙi a kira shi ɗan diyar Fir’auna.","By faith Moses, when he had grown up, refused to be called the son of Pharaoh’s daughter,"
Ya auna wani kamu dubu ya kuma bi da ni a ruwan da zurfinsa ya kai ni gwiwa. Ya sāke auna kamu dubu ya kuma bi da ni a ruwan da zurfinsa kama ni a gindi.,"Again he measured one thousand, and caused me to pass through the waters, waters that were to the knees. Again he measured one thousand, and caused me to pass through waters that were to the waist."
"“Ko kuma, wane sarki ne, in zai je yaƙi da wani sarki, ai, yakan fara zama ne, ya duba ya ga, ko da mutane dubu goma, shi zai iya ƙarawa da mai zuwa da dubu ashirin?","Or what king, as he goes to encounter another king in war, will not sit down first and consider whether he is able with ten thousand to meet him who comes against him with twenty thousand?"
"Ɗana, in ka yarda da kalmomina ka kuma ajiye umarnaina a cikinka,","My son, if you will receive my words, and store up my commandments within you,"
"Da safe sai hankalinsa ya tashi, saboda haka sai ya aika a kawo dukan masu duba da masu hikima na Masar. Fir’auna ya faɗa musu mafarkansa, amma babu wanda ya iya ba shi fassararsu.","In the morning, his spirit was troubled, and he sent and called for all of Egypt’s magicians and wise men. Pharaoh told them his dreams, but there was no one who could interpret them to Pharaoh."
"Sai dai ya ce mini, ‘Za ki yi ciki, ki kuma haifi ɗa. To, fa, kada ki sha ruwan inabi ko abu mai sa maye kada kuma ki ci abin da yake marar tsarki, gama ɗan zai zama Banazare na Allah tun daga haihuwa har ranar mutuwarsa.’ ”","but he said to me, ‘Behold, you shall conceive and bear a son; and now drink no wine nor strong drink. Don’t eat any unclean thing, for the child shall be a Nazirite to God from the womb to the day of his death.’”"
"Ka yanka ragon, ka ɗibi jinin, ka shafa a bisa leɓen kunnen Haruna na dama, da bisa leɓen kunnuwan ’ya’yansa maza na dama, da kan manyan yatsotsin hannuwansu na dama, da kuma a kan manyan yatsotsin ƙafafunsu na dama. Sauran jinin kuwa, sai ka yayyafa shi kewaye da gefen bagaden.","Then you shall kill the ram, and take some of its blood, and put it on the tip of the right ear of Aaron, and on the tip of the right ear of his sons, and on the thumb of their right hand, and on the big toe of their right foot; and sprinkle the blood around on the altar."
"Amma mutane suka ce wa Shawulu, “A ce Yonatan yă mutu bayan shi ya kawo babban nasara a Isra’ila? Faufau, muddin Ubangiji yana raye, ko gashin kansa ɗaya ba zai fāɗi a ƙasa ba, gama abin da ya yi yau, Allah ne yana tare da shi.” Ta haka mutane suka ceci Yonatan daga mutuwa.","The people said to Saul, “Shall Jonathan die, who has worked this great salvation in Israel? Far from it! As Yahweh lives, there shall not one hair of his head fall to the ground, for he has worked with God today!” So the people rescued Jonathan, so he didn’t die."
"saboda haka, ya ku makiyaya, ku ji maganar Ubangiji,","therefore, you shepherds, hear Yahweh’s word!”"
"“Ku yi shiru a gabana, ku tsibirai! Bari al’ummai su sabunta ƙarfinsu! Bari su zo gaba su yi magana; bari mu sadu a wurin shari’a.","“Keep silent before me, islands, and let the peoples renew their strength. Let them come near, then let them speak. Let’s meet together for judgment."
"Lokacin da Dawuda yake mulki, an yi yunwa shekara uku a jere; saboda haka Dawuda ya nemi nufin Ubangiji. Ubangiji ya ce, “Saboda Shawulu ne da alhakin jinin gidansa; domin ya kashe Gibeyonawa.”","There was a famine in the days of David for three years, year after year; and David sought the face of Yahweh. Yahweh said, “It is for Saul, and for his bloody house, because he put the Gibeonites to death.”"
Cikin inuwar kasancewarka ka ɓoye su daga makircin mutane; a wurin zamanka ka kiyaye su lafiya daga harsuna masu zagi.,In the shelter of your presence you will hide them from the plotting of man. You will keep them secretly in a dwelling away from the strife of tongues.
"“Daga ƙarami zuwa babba, dukansu masu haɗama ne don riba; har da annabawa da firistoci, dukansu suna aikata rashin gaskiya.","“For from their least even to their greatest, everyone is given to covetousness. From the prophet even to the priest, everyone deals falsely."
"A cikin wannan hamadan, jikunanku za su fāɗi, kowanne a cikinku mai shekara ashirin ko fiye, wanda aka ƙirga shi cikin ƙidaya, wanda kuma ya yi gunaguni a kaina, da zai shiga wannan ƙasa.","Your dead bodies shall fall in this wilderness; and all who were counted of you, according to your whole number, from twenty years old and upward, who have complained against me,"
"Lokacin yunwa yana tsare ka daga mutuwa, a cikin yaƙi kuma yana kāre ka daga sarar takobi.","In famine he will redeem you from death; in war, from the power of the sword."
Sai suka yi tuƙaƙƙun sarƙoƙi na zinariya zalla a kan ƙyallen maƙalawa a ƙirji.,"They made on the breastplate chains like cords, of braided work of pure gold."
"Wuri guda kaɗai da ba a yi ruwan ƙanƙara ba, shi ne yankin Goshen, inda Isra’ilawa suke.","Only in the land of Goshen, where the children of Israel were, there was no hail."
Wuta ce take ƙuna har ta hallakar; za tă cinye saiwar abin da na shuka ƙurmus.,"for it is a fire that consumes to destruction, and would root out all my increase."
"Kuma bai kamata mu ci gaba da koyar da umarnai game da baftisma, ɗibiya hannuwa, tashin matattu, da kuma madawwamin hukunci ba.","of the teaching of baptisms, of laying on of hands, of resurrection of the dead, and of eternal judgment."
"Na san ayyukanka, ba ka da sanyi ba ka kuma da zafi. Na so da kai ɗaya ne daga ciki, ko sanyi, ko zafi!","“I know your works, that you are neither cold nor hot. I wish you were cold or hot."
"Sai Bitrus ya sauka ya ce wa mutanen, “Ni ne kuke nema. Me ya kawo ku?”","Peter went down to the men, and said, “Behold, I am he whom you seek. Why have you come?”"
"da Forata, da Adaliya, da Aridata,","Poratha, Adalia, Aridatha,"
dukan sarakunan Taya da Sidon; sarakunan bakin teku a ƙetaren teku;,"and all the kings of Tyre, all the kings of Sidon, and the kings of the isle which is beyond the sea;"
"Ta Dawuda. Ka nuna rashin laifina, ya Ubangiji, gama na yi rayuwa marar zargi; Na dogara ga Ubangiji ba tare da kaucewa ba.","By David. Judge me, Yahweh, for I have walked in my integrity. I have trusted also in Yahweh without wavering."
"ta goma sha uku a kan Shubayel, ’ya’yansa maza da danginsa, 12","for the thirteenth, Shubael, his sons and his brothers, twelve;"
Wannan ita ce maganar da Ubangiji ya riga ya yi game da Mowab.,This is the word that Yahweh spoke concerning Moab in time past.
Suka kuma jima a can tare da almajirai.,They stayed there with the disciples for a long time.
"Yanzu fa ka tattara saura rundunoni ka fāɗa wa birnin ka ci shi. In ba haka ba zan karɓe birnin, a kuma kira shi da sunana.”","Now therefore gather the rest of the people together, and encamp against the city and take it; lest I take the city, and it be called by my name.”"
"Ga yawan mutanen shiryayyu don yaƙi waɗanda suka zo wurin Dawuda a Hebron don su mai da mulkin Shawulu gare shi, yadda Ubangiji ya faɗa.","These are the numbers of the heads of those who were armed for war, who came to David to Hebron to turn the kingdom of Saul to him, according to Yahweh’s word."
"sa’ad da kwanakinka suka ƙare ka kuma tafi don ka kasance da kakanninka, zan tā da ɗaya cikin ’ya’yanka maza, daga zuriyarka yă gāje ka, zan kuma kafa mulkinka.","It will happen, when your days are fulfilled that you must go to be with your fathers, that I will set up your offspring after you, who will be of your sons; and I will establish his kingdom."
"Na ji tsoron fushi da hasalar Ubangiji, gama ya yi fushin da ku da ya isa yă hallaka ku. Amma na yi roƙo a lokacin, Ubangiji kuwa ya saurare ni.",For I was afraid of the anger and hot displeasure with which Yahweh was angry against you to destroy you. But Yahweh listened to me that time also.
"Da mala’ikun suka bar su, su suka koma sama, sai makiyayan suka ce wa juna, “Mu je Betlehem mu ga wannan abin da ya faru, wanda Ubangiji ya sanar mana.”","When the angels went away from them into the sky, the shepherds said to one another, “Let’s go to Bethlehem, now, and see this thing that has happened, which the Lord has made known to us.”"
"Marar azanci kan gāji wauta, amma mai la’akari kan sami rawanin sani.","The simple inherit folly, but the prudent are crowned with knowledge."
"Amma duk mai rayuwa bisa ga gaskiya yakan zo cikin haske, domin a gani a sarari cewa ayyukan da ya yi an yi su ne ta wurin Allah.","But he who does the truth comes to the light, that his works may be revealed, that they have been done in God.”"
"Zabura ta Asaf. Maɗaukaki, Allah, Ubangiji, ya yi magana ya kuma kira duniya daga fitowar rana zuwa inda take fāɗuwa.","A Psalm by Asaph. The Mighty One, God, Yahweh, speaks, and calls the earth from sunrise to sunset."
"Sai ya koma wajen almajiransa, ya same su suna barci. Ya ce wa Bitrus, “Siman, kana barci ne? Ka kāsa yin tsaro na sa’a ɗaya?","He came and found them sleeping, and said to Peter, “Simon, are you sleeping? Couldn’t you watch one hour?"
"suka kuma sha ruwan ruhaniyan nan guda; gama sun sha daga dutsen ruhaniya nan, wanda ya yi tafiya tare da su, wannan dutsen kuwa Kiristi ne.","and all drank the same spiritual drink. For they drank of a spiritual rock that followed them, and the rock was Christ."
"Ƙaunataccena kyakkyawa ne ƙaƙƙarfa kuma, da ƙyar a sami irinsa ɗaya a cikin dubu goma.",My beloved is white and ruddy. The best among ten thousand.
"Duba, Ubangiji zai wofinta duniya ya kuma yi kaca-kaca da ita; zai ɓata fuskarta ya watsar da mazaunanta,","Behold, Yahweh makes the earth empty, makes it waste, turns it upside down, and scatters its inhabitants."
"Sa’ad da Ubangiji ya gama yin wa Musa magana a kan Dutsen Sinai, sai ya ba shi alluna biyu na Alkawari, allunan duwatsu rubutattu da yatsan Allah.","When he finished speaking with him on Mount Sinai, he gave Moses the two tablets of the covenant, stone tablets, written with God’s finger."
"Sai Ubangiji ya aiko da annoba a kan Isra’ila, mutane duba saba’in na Isra’ila suka mutu.","So Yahweh sent a pestilence on Israel, and seventy thousand men of Israel fell."
Dukan sarakunan duniya sun nemi su sadu da Solomon don su ji hikimar da Allah ya sa a zuciyarsa.,"All the kings of the earth sought the presence of Solomon to hear his wisdom, which God had put in his heart."
